Filer_ID,Filer_NamL,Report_Num,Committee_Type,Rpt_Date,From_Date,Thru_Date,Elect_Date,tblCover_Office_Cd,tblCover_Offic_Dscr,Rec_Type,Form_Type,Tran_ID,Entity_Cd,Payee_NamL,Payee_NamF,Payee_NamT,Payee_NamS,Payee_Adr1,Payee_Adr2,Payee_City,Payee_State,Payee_Zip4,Expn_Date,Amount,Cum_YTD,Expn_ChkNo,Expn_Code,Expn_Dscr,Agent_NamL,Agent_NamF,Agent_NamT,Agent_NamS,Cmte_ID,Tres_NamL,Tres_NamF,Tres_NamT,Tres_NamS,Tres_Adr1,Tres_Adr2,Tres_City,Tres_ST,Tres_ZIP4,Cand_NamL,Cand_NamF,Cand_NamT,Cand_NamS,Office_Cd,Offic_Dscr,Juris_Cd,Juris_Dscr,Dist_No,Off_S_H_Cd,Bal_Name,Bal_Num,Bal_Juris,Sup_Opp_Cd,Memo_Code,Memo_RefNo,BakRef_TID,G_From_E_F,XRef_SchNm,XRef_Match
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,3ShnBs4uJY3T,IND,Torres,Evelyn,,,,,Concord,CA,94521,12/30/2013,300.00,300.00,,SAL,Intern honorarium,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,3VhPnhGawUUu,OTH,"Democracy Engine, LLC",,,,,,WASHINGTON,DC,20011,12/31/2013,100.46,100.46,,WEB,,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,cKzCEwwPuoUw,OTH,The Next Generation,,,,,,Oakland,CA,94612,12/31/2013,250.00,250.00,,CNS,,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,DHOSpzc5jjBb,OTH,Juan Lopez,,,,,,Berkeley,CA,94702,07/10/2013,100.00,100.00,,CVC,Scenic Streets - Mosaic project at 45th and Webster,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,fJLVVytqcpcU,COM,Keep Oakland Firesafe 2013,,,,,,Oakland,CA,94607,08/09/2013,400.00,400.00,,CTB,,,,,,1257001,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,jUZbYbDcgYHz,IND,Bolotina,Olga,,,,,Oakland,CA,94618,08/17/2013,150.00,150.00,,MTG,Expense reimbursement under $500,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,YpQB6F6VEm9l,COM,DAVE JONES FOR INSURANCE COMMISSIONER 2014,,,,,,Sacramento,CA,95814-3940,08/28/2013,120.00,120.00,,CTB,,,,,,1341684,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,buO3fwSYOivc,OTH,Family Violence Law Center,,,,,,Oakland,CA,94612,09/03/2013,200.00,200.00,,CVC,,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,TghdTgqBGeJV,OTH,Laurie J. Earp,,,,,,Oakland,CA,94602,09/11/2013,1175.40,5245.05,,CNS,,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,G7lS4l9COemI,OTH,The Unity Council,,,,,,Oakland,CA,94601,09/12/2013,125.00,125.00,,CVC,,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,1bmfDLA6svl6,OTH,Sears Credit Cards,,,,,,Columbus,OH,43228,10/03/2013,423.00,785.30,,,Mastercard - Expense reimbursement under $500.,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,p2iIDMUIeoa7,COM,Alameda County Democratic Central Committee,,,,,,Hayward,CA,94541,10/04/2013,150.00,150.00,,CTB,,,,,,747153,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,U9jrfLzlmMyC,COM,League of Conservation Voters of the East Bay,,,,,,Oakland,CA,94612,10/04/2013,100.00,100.00,,CTB,,,,,,1222089,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,8jpcOjtCdWM9,OTH,San Francisco Bay Sierra Club Chapter,,,,,,Berkeley,CA,94702-2000,10/04/2013,250.00,250.00,,CVC,,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,PiUHC7reNpbO,OTH,SEEDS Community Resolution Center,,,,,,Berkeley,CA,94702,10/23/2013,100.00,100.00,,CVC,,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,lGVQqIhp5l2k,OTH,Sears Credit Cards,,,,,,Columbus,OH,43228,10/31/2013,155.99,785.30,,,Mastercard - Expenses under $100.,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,zztF75Vt8Vgr,OTH,The Next Generation,,,,,,Oakland,CA,94612,10/31/2013,196.00,1229.00,,WEB,Expense reimbursement under $500,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,NKQNDk6pmzyE,COM,East Bay Young Democrats,,,,,,Concord,CA,94518,11/04/2013,100.00,100.00,,CTB,,,,,,1271673,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,eCOINuYRxYVC,OTH,OpenOakland,,,,,,Oakland,CA,94612,11/05/2013,100.00,100.00,,CVC,,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,rQBNtJl24brd,COM,Dan Kalb City Council Officeholder Committee,,,,,,Oakland,CA,94612,11/08/2013,200.00,200.00,,CTB,,,,,,1361954,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,vCLrzPwBHAwD,COM,Betty Yee for Controller 2014,,,,,,Los Angeles,CA,90048,11/17/2013,100.00,100.00,,CTB,,,,,,1335071,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,s583lvuSzKdi,OTH,The Next Generation,,,,,,Oakland,CA,94612,12/29/2013,150.00,1229.00,,CNS,,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1343715,Dan Kalb for City Council 2012,000,CTL,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,kQ9j2js8AJqe,OTH,"Democracy Engine, LLC",,,,,,Washington,DC,20011,12/31/2013,7.70,118.78,,WEB,,,,,,,,,,,,,,,,Kalb,Dan,,,OTH,City Council Member - District 1,OTH,City of Oakland,1,,,,,S,,,,,,
1345905,Noel Gallo For Oakland City Council 2012,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,8mJIVU27Kafa,OTH,Secretary of State,,,,,,Sacramento,CA,95814,12/09/2013,250.00,250.00,,CMP,,,,,,,,,,,,,,,,Gallo,Noel,,,CCM,,CIT,,5,,,,,S,,,,,,
1345905,Noel Gallo For Oakland City Council 2012,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,Rov8gcI2iguH,OTH,Citibank,,,,,,St Louis,MO,63179,12/31/2013,183.70,183.70,,CMP,,,,,,,,,,,,,,,,Gallo,Noel,,,CCM,,CIT,,5,,,,,S,,,,,,
1307016,Oakland Jobs PAC,000,RCP,01/18/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP468,OTH,Building and Construction Trades Council of Alameda County,,,,,,Oakland,CA,94602,12/19/2013,7500.00,7500.00,,MTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307016,Oakland Jobs PAC,000,RCP,01/18/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP456,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,07/10/2013,30.80,2945.15,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307016,Oakland Jobs PAC,000,RCP,01/18/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP458,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,07/10/2013,1315.80,2945.15,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307016,Oakland Jobs PAC,000,RCP,01/18/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP462,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,10/08/2013,1030.00,2945.15,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307016,Oakland Jobs PAC,000,RCP,01/18/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP463,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,12/02/2013,568.55,2945.15,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP2751,OTH,East Bay Rental Housing Association,,,,,,Oakland,CA,94612,07/31/2013,360.00,3841.50,,FND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP2753,OTH,East Bay Rental Housing Association,,,,,,Oakland,CA,94612,08/31/2013,322.20,3841.50,,FND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP2934,OTH,East Bay Rental Housing Association,,,,,,Oakland,CA,94612,09/30/2013,310.50,3841.50,,FND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP3319,OTH,East Bay Rental Housing Association,,,,,,Oakland,CA,94612,10/31/2013,303.15,3841.50,,FND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP3639,OTH,East Bay Rental Housing Association,,,,,,Oakland,CA,94612,11/30/2013,350.85,3841.50,,FND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP3643,OTH,East Bay Rental Housing Association,,,,,,Oakland,CA,94612,12/31/2013,450.15,3841.50,,FND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP3641,COM,Rob Bonta for State Assembly 2014,,,,,,Sacramento,CA,95814,12/30/2013,500.00,500.00,,CTB,,,,,,1353796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP2646,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,08/12/2013,1167.66,4956.01,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP3097,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,10/11/2013,574.00,4956.01,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP3320,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,12/02/2013,341.15,4956.01,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP2647,OTH,Wells Fargo Bank,,,,,,Half Moon Bay,CA,94019,07/31/2013,20.00,220.00,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP2752,OTH,Wells Fargo Bank,,,,,,Half Moon Bay,CA,94019,08/30/2013,20.00,220.00,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP2852,OTH,Wells Fargo Bank,,,,,,Half Moon Bay,CA,94019,09/30/2013,20.00,220.00,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP3098,OTH,Wells Fargo Bank,,,,,,Half Moon Bay,CA,94019,10/31/2013,20.00,220.00,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342695,East Bay Rental Housing Association PAC,000,RCP,01/30/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP3321,OTH,Wells Fargo Bank,,,,,,Half Moon Bay,CA,94019,11/29/2013,20.00,220.00,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP795,OTH,Aztec Graphics,,,,,,Fort Pierce,FL,34982,11/02/2013,300.00,300.00,,CMP,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,EXP795,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP475,OTH,Azteca Signs & Awnings,,,,,,Oakland,CA,94601,11/21/2013,1084.28,1084.28,,CMP,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP439,IND,Bersen,Danielle,,,,,San Francisco,CA,94123,09/06/2013,5000.00,12000.00,,,Fundraising Services,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP776,IND,Bersen,Danielle,,,,,San Francisco,CA,94123,12/30/2013,3000.00,12000.00,,,Fundraising Services,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP777,IND,Bersen,Danielle,,,,,San Francisco,CA,94123,12/30/2013,4000.00,12000.00,,,Fundraising Services,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP748,OTH,Crowdtilt,,,,,,San Francisco,CA,94103,12/30/2013,68.75,2341.40,,FND,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP104,OTH,Democracy Engine,,,,,,Washington,DC,20009,07/03/2013,62.87,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP105,OTH,Democracy Engine,,,,,,Washington,DC,20009,07/10/2013,27.04,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP405,OTH,Democracy Engine,,,,,,Washington,DC,20009,07/24/2013,94.91,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP406,OTH,Democracy Engine,,,,,,Washington,DC,20009,07/31/2013,18.95,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP436,OTH,Democracy Engine,,,,,,Washington,DC,20009,08/07/2013,11.45,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP437,OTH,Democracy Engine,,,,,,Washington,DC,20009,08/14/2013,3.95,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP438,OTH,Democracy Engine,,,,,,Washington,DC,20009,08/28/2013,3.95,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP443,OTH,Democracy Engine,,,,,,Washington,DC,20009,09/04/2013,52.90,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP444,OTH,Democracy Engine,,,,,,Washington,DC,20009,09/11/2013,5.82,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP448,OTH,Democracy Engine,,,,,,Washington,DC,20009,09/25/2013,13.72,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP461,OTH,Democracy Engine,,,,,,Washington,DC,20009,10/02/2013,34.15,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP462,OTH,Democracy Engine,,,,,,Washington,DC,20009,10/09/2013,21.02,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP779,OTH,Democracy Engine,,,,,,Washington,DC,20009,10/16/2013,52.90,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP476,OTH,Democracy Engine,,,,,,Washington,DC,20009,10/30/2013,66.22,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP477,OTH,Democracy Engine,,,,,,Washington,DC,20009,10/30/2013,7.70,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP478,OTH,Democracy Engine,,,,,,Washington,DC,20009,10/31/2013,38.29,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP479,OTH,Democracy Engine,,,,,,Washington,DC,20009,11/01/2013,52.90,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP480,OTH,Democracy Engine,,,,,,Washington,DC,20009,11/04/2013,3.95,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP482,OTH,Democracy Engine,,,,,,Washington,DC,20009,11/05/2013,26.45,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP481,OTH,Democracy Engine,,,,,,Washington,DC,20009,11/06/2013,45.40,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP483,OTH,Democracy Engine,,,,,,Washington,DC,20009,11/11/2013,8.83,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP484,OTH,Democracy Engine,,,,,,Washington,DC,20009,11/20/2013,26.45,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP485,OTH,Democracy Engine,,,,,,Washington,DC,20009,11/27/2013,38.10,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP768,OTH,Democracy Engine,,,,,,Washington,DC,20009,12/04/2013,18.95,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP769,OTH,Democracy Engine,,,,,,Washington,DC,20009,12/09/2013,195.31,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP770,OTH,Democracy Engine,,,,,,Washington,DC,20009,12/17/2013,147.81,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
1357609,Parker for Oakland Mayor 2014,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/04/2014,,,EXPN,E,EXP771,OTH,Democracy Engine,,,,,,Washington,DC,20009,12/25/2013,224.21,2625.92,,OFC,,,,,,,,,,,,,,,,Parker,Bryan,,,MAY,,OTH,"City of Oakland, CA",,,,,,,,,,,,
